Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes
barr,2011,2011-05-29,brw3,b10,85.0,0.0,15.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,b12,60.0,0.0,40.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,b2,60.0,0.0,40.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,b4,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,b6,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,b8,75.0,0.0,25.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,d10,95.0,0.0,5.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,d12,65.0,0.0,35.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,d2,80.0,0.0,20.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,d4,85.0,0.0,15.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,d6,95.0,0.0,5.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,d8,95.0,0.0,5.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,f10,100.0,0.0,0.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,f12,95.0,0.0,5.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,f2,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,f4,60.0,0.0,40.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,f6,85.0,0.0,15.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,f8,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,h10,95.0,0.0,5.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,h12,95.0,0.0,5.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,h2,100.0,0.0,0.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,h4,95.0,0.0,5.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,h6,0.0,50.0,50.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,h8,100.0,0.0,0.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,j10,100.0,0.0,0.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,j12,75.0,0.0,25.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,j2,100.0,0.0,0.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,j4,70.0,0.0,30.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,j6,60.0,0.0,40.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,j8,70.0,0.0,30.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,l10,80.0,0.0,20.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,l12,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,l2,100.0,0.0,0.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,l4,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,l6,70.0,0.0,30.0,100.0,jcunningham,
barr,2011,2011-05-29,brw3,l8,70.0,25.0,25.0,120.0,jcunningham,
barr,2011,2011-05-29,brw5,b10,75.0,0.0,25.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,b12,60.0,0.0,40.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,b2,100.0,0.0,0.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,b4,95.0,0.0,5.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,b6,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,b8,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,d10,70.0,0.0,30.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,d12,100.0,0.0,0.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,d2,95.0,0.0,5.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,d4,85.0,0.0,15.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,d6,30.0,0.0,70.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,d8,55.0,0.0,45.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,f10,65.0,0.0,35.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,f12,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,f2,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,f4,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,f6,0.0,50.0,50.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,f8,75.0,0.0,25.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,h10,70.0,25.0,25.0,120.0,jcunningham,
barr,2011,2011-05-29,brw5,h12,0.0,50.0,50.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,h2,0.0,50.0,50.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,h4,85.0,0.0,15.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,h6,60.0,0.0,40.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,h8,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,j10,70.0,0.0,30.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,j12,75.0,0.0,25.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,j2,65.0,0.0,35.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,j4,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,j6,75.0,0.0,25.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,j8,70.0,25.0,25.0,120.0,jcunningham,
barr,2011,2011-05-29,brw5,l10,80.0,0.0,20.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,l12,95.0,0.0,5.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,l2,80.0,0.0,20.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,l4,75.0,0.0,25.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,l6,85.0,0.0,15.0,100.0,jcunningham,
barr,2011,2011-05-29,brw5,l8,75.0,0.0,25.0,100.0,jcunningham,
barr,2011,2011-05-29,brw8,b10,90.0,0.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw8,b12,50.0,20.0,20.0,90.0,jcunningham,
barr,2011,2011-05-29,brw8,b2,75.0,5.0,5.0,85.0,jcunningham,
barr,2011,2011-05-29,brw8,b4,50.0,35.0,35.0,120.0,jcunningham,
barr,2011,2011-05-29,brw8,b6,0.0,50.0,50.0,100.0,jcunningham,
barr,2011,2011-05-29,brw8,b8,15.0,45.0,45.0,105.0,jcunningham,
barr,2011,2011-05-29,brw8,d10,0.0,50.0,50.0,100.0,jcunningham,
barr,2011,2011-05-29,brw8,d2,75.0,20.0,20.0,115.0,jcunningham,
barr,2011,2011-05-29,brw8,d4,45.0,30.0,30.0,105.0,jcunningham,
barr,2011,2011-05-29,brw8,f10,35.0,30.0,30.0,95.0,jcunningham,
barr,2011,2011-05-29,brw8,f12,25.0,35.0,35.0,95.0,jcunningham,
barr,2011,2011-05-29,brw8,f2,70.0,10.0,10.0,90.0,jcunningham,
barr,2011,2011-05-29,brw8,f4,70.0,10.0,10.0,90.0,jcunningham,
barr,2011,2011-05-29,brw8,f6,0.0,50.0,50.0,100.0,jcunningham,
barr,2011,2011-05-29,brw8,h10,80.0,15.0,15.0,110.0,jcunningham,
barr,2011,2011-05-29,brw8,h12,80.0,5.0,5.0,90.0,jcunningham,
barr,2011,2011-05-29,brw8,h2,75.0,20.0,20.0,115.0,jcunningham,
barr,2011,2011-05-29,brw8,h4,80.0,10.0,10.0,100.0,jcunningham,
barr,2011,2011-05-29,brw8,h6,80.0,15.0,15.0,110.0,jcunningham,
barr,2011,2011-05-29,brw8,h8,70.0,25.0,25.0,120.0,jcunningham,
barr,2011,2011-05-29,brw8,j10,75.0,15.0,15.0,105.0,jcunningham,
barr,2011,2011-05-29,brw8,j2,75.0,20.0,20.0,115.0,jcunningham,
barr,2011,2011-05-29,brw8,j4,85.0,0.0,15.0,100.0,jcunningham,
barr,2011,2011-05-29,brw8,j6,60.0,30.0,30.0,120.0,jcunningham,
barr,2011,2011-05-29,brw8,j8,60.0,0.0,40.0,100.0,jcunningham,
barr,2011,2011-05-29,brw8,l4,75.0,0.0,25.0,100.0,jcunningham,
barr,2011,2011-05-29,brw8,l6,85.0,0.0,15.0,100.0,jcunningham,
barr,2011,2011-05-29,brw8,l8,80.0,15.0,15.0,110.0,jcunningham,
barr,2011,2011-05-31,brw3,b10,90.0,5.0,5.0,100.0,abankert,
barr,2011,2011-05-31,brw3,b12,0.0,50.0,50.0,100.0,abankert,
barr,2011,2011-05-31,brw3,b2,70.0,0.0,30.0,100.0,abankert,
barr,2011,2011-05-31,brw3,b4,80.0,0.0,20.0,100.0,abankert,
barr,2011,2011-05-31,brw3,b6,80.0,0.0,20.0,100.0,abankert,
barr,2011,2011-05-31,brw3,b8,80.0,0.0,20.0,100.0,abankert,
barr,2011,2011-05-31,brw3,d12,70.0,0.0,30.0,100.0,abankert,
barr,2011,2011-05-31,brw3,d2,80.0,0.0,20.0,100.0,abankert,
barr,2011,2011-05-31,brw3,d4,90.0,0.0,10.0,100.0,abankert,
barr,2011,2011-05-31,brw3,d6,100.0,0.0,0.0,100.0,abankert,
barr,2011,2011-05-31,brw3,d8,80.0,0.0,20.0,100.0,abankert,
barr,2011,2011-05-31,brw3,f10,100.0,0.0,0.0,100.0,abankert,
barr,2011,2011-05-31,brw3,f12,90.0,0.0,10.0,100.0,abankert,
barr,2011,2011-05-31,brw3,f2,90.0,0.0,10.0,100.0,abankert,
barr,2011,2011-05-31,brw3,f4,70.0,0.0,30.0,100.0,abankert,
barr,2011,2011-05-31,brw3,f6,90.0,0.0,10.0,100.0,abankert,
barr,2011,2011-05-31,brw3,f8,100.0,0.0,0.0,100.0,abankert,
barr,2011,2011-05-31,brw3,h10,90.0,0.0,10.0,100.0,abankert,
barr,2011,2011-05-31,brw3,h12,90.0,0.0,10.0,100.0,abankert,
barr,2011,2011-05-31,brw3,h2,100.0,0.0,0.0,100.0,abankert,
barr,2011,2011-05-31,brw3,h4,80.0,0.0,20.0,100.0,abankert,
barr,2011,2011-05-31,brw3,h6,0.0,50.0,50.0,100.0,abankert,
barr,2011,2011-05-31,brw3,h8,100.0,0.0,0.0,100.0,abankert,
barr,2011,2011-05-31,brw3,j10,100.0,0.0,0.0,100.0,abankert,
barr,2011,2011-05-31,brw3,j12,70.0,0.0,30.0,100.0,abankert,
barr,2011,2011-05-31,brw3,j2,100.0,0.0,0.0,100.0,abankert,
barr,2011,2011-05-31,brw3,j4,80.0,0.0,20.0,100.0,abankert,
barr,2011,2011-05-31,brw3,j6,60.0,0.0,40.0,100.0,abankert,
barr,2011,2011-05-31,brw3,j8,70.0,0.0,30.0,100.0,abankert,
barr,2011,2011-05-31,brw3,l10,80.0,0.0,20.0,100.0,abankert,
barr,2011,2011-05-31,brw3,l12,80.0,0.0,20.0,100.0,abankert,
barr,2011,2011-05-31,brw3,l2,100.0,0.0,0.0,100.0,abankert,
barr,2011,2011-05-31,brw3,l4,90.0,0.0,10.0,100.0,abankert,
barr,2011,2011-05-31,brw3,l6,70.0,0.0,30.0,100.0,abankert,
barr,2011,2011-05-31,brw3,l8,70.0,0.0,30.0,100.0,abankert,
barr,2011,2011-05-31,brw6,b4,70.0,0.0,30.0,100.0,abankert,
barr,2011,2011-05-31,brw6,b6,90.0,0.0,10.0,100.0,abankert,
barr,2011,2011-05-31,brw6,d6,80.0,10.0,10.0,100.0,abankert,
barr,2011,2011-05-31,brw6,f8,90.0,5.0,5.0,100.0,abankert,
barr,2011,2011-05-31,brw6,h8,90.0,0.0,10.0,100.0,abankert,
barr,2011,2011-05-31,brw6,l10,100.0,0.0,0.0,100.0,abankert,
barr,2011,2011-05-31,brw8,b10,95.0,0.0,5.0,100.0,adoll,
barr,2011,2011-05-31,brw8,b12,40.0,20.0,20.0,80.0,adoll,
barr,2011,2011-05-31,brw8,b2,75.0,5.0,5.0,85.0,adoll,
barr,2011,2011-05-31,brw8,b4,50.0,30.0,30.0,110.0,adoll,
barr,2011,2011-05-31,brw8,d2,75.0,10.0,10.0,95.0,adoll,
barr,2011,2011-05-31,brw8,d4,40.0,30.0,30.0,100.0,adoll,
barr,2011,2011-05-31,brw8,f10,30.0,30.0,30.0,90.0,adoll,
barr,2011,2011-05-31,brw8,f2,60.0,20.0,20.0,100.0,adoll,
barr,2011,2011-05-31,brw8,f4,70.0,10.0,10.0,90.0,adoll,
barr,2011,2011-05-31,brw8,h10,80.0,10.0,10.0,100.0,adoll,
barr,2011,2011-05-31,brw8,h12,40.0,20.0,20.0,80.0,adoll,
barr,2011,2011-05-31,brw8,h2,30.0,30.0,30.0,90.0,adoll,
barr,2011,2011-05-31,brw8,h6,75.0,5.0,5.0,85.0,adoll,
barr,2011,2011-05-31,brw8,h8,70.0,20.0,20.0,110.0,adoll,
barr,2011,2011-05-31,brw8,j10,40.0,40.0,40.0,120.0,adoll,
barr,2011,2011-05-31,brw8,j2,70.0,10.0,10.0,90.0,adoll,
barr,2011,2011-05-31,brw8,j6,60.0,25.0,25.0,110.0,adoll,
barr,2011,2011-05-31,brw8,j8,35.0,35.0,35.0,105.0,adoll,
barr,2011,2011-05-31,brw8,l10,0.0,50.0,50.0,100.0,adoll,
barr,2011,2011-05-31,brw8,l2,10.0,40.0,40.0,90.0,adoll,
barr,2011,2011-05-31,brw8,l4,70.0,0.0,30.0,100.0,adoll,
barr,2011,2011-05-31,brw8,l6,80.0,15.0,15.0,110.0,adoll,
barr,2011,2011-05-31,brw8,l8,70.0,20.0,20.0,110.0,adoll,
barr,2011,2011-05-31,brw2,b10,70.0,0.0,30.0,100.0,bhill,
barr,2011,2011-05-31,brw2,b12,85.0,0.0,15.0,100.0,bhill,
barr,2011,2011-05-31,brw2,b2,15.0,0.0,85.0,100.0,bhill,
barr,2011,2011-05-31,brw2,b4,25.0,0.0,75.0,100.0,bhill,
barr,2011,2011-05-31,brw2,b6,20.0,0.0,80.0,100.0,bhill,
barr,2011,2011-05-31,brw2,f12,0.0,50.0,50.0,100.0,bhill,
barr,2011,2011-05-31,brw2,f2,10.0,0.0,90.0,100.0,bhill,
barr,2011,2011-05-31,brw2,h10,0.0,50.0,50.0,100.0,bhill,
barr,2011,2011-05-31,brw2,h12,85.0,0.0,15.0,100.0,bhill,
barr,2011,2011-05-31,brw2,h4,0.0,50.0,50.0,100.0,bhill,
barr,2011,2011-05-31,brw2,j10,30.0,30.0,30.0,90.0,bhill,
barr,2011,2011-05-31,brw2,j12,60.0,0.0,40.0,100.0,bhill,
barr,2011,2011-05-31,brw2,j8,40.0,0.0,60.0,100.0,bhill,
barr,2011,2011-05-31,brw2,l10,30.0,30.0,30.0,90.0,bhill,
barr,2011,2011-05-31,brw2,l4,40.0,0.0,60.0,100.0,bhill,
barr,2011,2011-05-31,brw2,l8,75.0,0.0,25.0,100.0,bhill,
barr,2011,2011-05-31,brw1,b2,30.0,40.0,40.0,110.0,jcunningham,
barr,2011,2011-05-31,brw1,b4,55.0,15.0,15.0,85.0,jcunningham,
barr,2011,2011-05-31,brw1,b8,50.0,15.0,15.0,80.0,jcunningham,
barr,2011,2011-05-31,brw1,d10,25.0,0.0,0.0,25.0,jcunningham,
barr,2011,2011-05-31,brw1,d12,15.0,0.0,0.0,15.0,jcunningham,
barr,2011,2011-05-31,brw1,d2,65.0,10.0,10.0,85.0,jcunningham,
barr,2011,2011-05-31,brw1,d6,40.0,20.0,20.0,80.0,jcunningham,
barr,2011,2011-05-31,brw1,d8,55.0,15.0,15.0,85.0,jcunningham,
barr,2011,2011-05-31,brw1,f2,60.0,10.0,10.0,80.0,jcunningham,
barr,2011,2011-05-31,brw1,f6,70.0,5.0,5.0,80.0,jcunningham,
barr,2011,2011-05-31,brw1,h2,80.0,15.0,15.0,110.0,jcunningham,
barr,2011,2011-05-31,brw1,h6,40.0,25.0,25.0,90.0,jcunningham,
barr,2011,2011-05-31,brw1,h8,35.0,0.0,0.0,35.0,jcunningham,
barr,2011,2011-05-31,brw1,j12,35.0,0.0,0.0,35.0,jcunningham,
barr,2011,2011-05-31,brw1,j2,80.0,15.0,15.0,110.0,jcunningham,
barr,2011,2011-05-31,brw1,j4,50.0,30.0,30.0,110.0,jcunningham,
barr,2011,2011-05-31,brw1,j6,40.0,35.0,35.0,110.0,jcunningham,
barr,2011,2011-05-31,brw1,l10,10.0,0.0,0.0,10.0,jcunningham,
barr,2011,2011-05-31,brw1,l12,20.0,0.0,0.0,20.0,jcunningham,
barr,2011,2011-05-31,brw1,l2,40.0,35.0,35.0,110.0,jcunningham,
barr,2011,2011-05-31,brw1,l4,60.0,15.0,15.0,90.0,jcunningham,
barr,2011,2011-05-31,brw1,l8,25.0,0.0,0.0,25.0,jcunningham,
barr,2011,2011-05-31,brw5,b10,60.0,0.0,40.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,b12,60.0,0.0,40.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,b2,95.0,0.0,5.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,b6,85.0,0.0,15.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,b8,80.0,0.0,20.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,d10,70.0,0.0,30.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,d12,90.0,0.0,10.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,d2,90.0,5.0,5.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,d4,90.0,0.0,10.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,d6,20.0,0.0,80.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,d8,80.0,0.0,20.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,f10,40.0,0.0,60.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,f12,75.0,0.0,25.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,f2,70.0,0.0,0.0,70.0,pherzog,
barr,2011,2011-05-31,brw5,f4,70.0,25.0,25.0,120.0,pherzog,
barr,2011,2011-05-31,brw5,f6,60.0,0.0,40.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,f8,60.0,0.0,40.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,h10,80.0,15.0,15.0,110.0,pherzog,
barr,2011,2011-05-31,brw5,h12,70.0,0.0,30.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,h2,0.0,50.0,50.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,h4,65.0,0.0,35.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,h6,60.0,0.0,40.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,h8,80.0,0.0,20.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,j10,80.0,0.0,20.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,j12,90.0,0.0,10.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,j2,40.0,0.0,60.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,j4,80.0,0.0,20.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,j6,65.0,0.0,35.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,j8,80.0,0.0,20.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,l10,85.0,0.0,15.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,l12,90.0,0.0,10.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,l2,90.0,0.0,10.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,l4,85.0,10.0,10.0,105.0,pherzog,
barr,2011,2011-05-31,brw5,l6,80.0,0.0,20.0,100.0,pherzog,
barr,2011,2011-05-31,brw5,l8,80.0,0.0,20.0,100.0,pherzog,
barr,2011,2011-06-02,brw6,b12,0.0,50.0,50.0,100.0,abankert,
barr,2011,2011-06-02,brw6,b2,0.0,50.0,50.0,100.0,abankert,
barr,2011,2011-06-02,brw6,b4,0.0,50.0,50.0,100.0,abankert,
barr,2011,2011-06-02,brw6,b6,95.0,0.0,5.0,100.0,abankert,
barr,2011,2011-06-02,brw6,d10,0.0,50.0,50.0,100.0,abankert,
barr,2011,2011-06-02,brw6,d12,40.0,0.0,60.0,100.0,abankert,
barr,2011,2011-06-02,brw6,d2,0.0,0.0,100.0,100.0,abankert,
barr,2011,2011-06-02,brw6,d6,90.0,0.0,10.0,100.0,abankert,
barr,2011,2011-06-02,brw6,f12,20.0,0.0,80.0,100.0,abankert,
barr,2011,2011-06-02,brw6,f6,0.0,0.0,100.0,100.0,abankert,
barr,2011,2011-06-02,brw6,f8,100.0,0.0,0.0,100.0,abankert,
barr,2011,2011-06-02,brw6,h6,0.0,0.0,100.0,100.0,abankert,
barr,2011,2011-06-02,brw6,h8,80.0,0.0,20.0,100.0,abankert,
barr,2011,2011-06-02,brw6,j10,10.0,40.0,40.0,90.0,abankert,
barr,2011,2011-06-02,brw6,j6,0.0,0.0,100.0,100.0,abankert,
barr,2011,2011-06-02,brw6,j8,10.0,0.0,90.0,100.0,abankert,
barr,2011,2011-06-02,brw6,l10,100.0,0.0,0.0,100.0,abankert,
barr,2011,2011-06-02,brw6,l12,20.0,0.0,80.0,100.0,abankert,
barr,2011,2011-06-02,brw6,l8,0.0,0.0,100.0,100.0,abankert,
barr,2011,2011-06-02,brw8,b10,90.0,0.0,10.0,100.0,abankert,
barr,2011,2011-06-02,brw8,b12,50.0,30.0,30.0,110.0,abankert,
barr,2011,2011-06-02,brw8,b4,0.0,50.0,50.0,100.0,abankert,
barr,2011,2011-06-02,brw8,d12,20.0,0.0,80.0,100.0,abankert,
