Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes
barr,2011,2011-05-29,brw3,j12,75,0,25,100,jcunningham,NA
barr,2011,2011-05-29,brw3,j2,100,0,0,100,jcunningham,NA
barr,2011,2011-05-29,brw3,j4,70,0,30,100,jcunningham,NA
barr,2011,2011-05-29,brw3,j6,60,0,40,100,jcunningham,NA
barr,2011,2011-05-29,brw3,j8,70,0,30,100,jcunningham,NA
barr,2011,2011-05-29,brw3,l10,80,0,20,100,jcunningham,NA
barr,2011,2011-05-29,brw3,l12,90,0,10,100,jcunningham,NA
barr,2011,2011-05-29,brw3,l2,100,0,0,100,jcunningham,NA
barr,2011,2011-05-29,brw3,l4,90,0,10,100,jcunningham,NA
barr,2011,2011-05-29,brw3,l6,70,0,30,100,jcunningham,NA
barr,2011,2011-05-29,brw3,l8,70,25,25,120,jcunningham,NA
barr,2011,2011-05-29,brw5,b10,75,0,25,100,jcunningham,NA
barr,2011,2011-05-29,brw5,b12,60,0,40,100,jcunningham,NA
barr,2011,2011-05-29,brw5,b2,100,0,0,100,jcunningham,NA
barr,2011,2011-05-29,brw5,b4,95,0,5,100,jcunningham,NA
barr,2011,2011-05-29,brw5,b6,90,0,10,100,jcunningham,NA
barr,2011,2011-05-29,brw5,b8,90,0,10,100,jcunningham,NA
barr,2011,2011-05-29,brw5,d10,70,0,30,100,jcunningham,NA
barr,2011,2011-05-29,brw5,d12,100,0,0,100,jcunningham,NA
barr,2011,2011-05-29,brw5,d2,95,0,5,100,jcunningham,NA
barr,2011,2011-05-29,brw5,d4,85,0,15,100,jcunningham,NA
barr,2011,2011-05-29,brw5,d6,30,0,70,100,jcunningham,NA
barr,2011,2011-05-29,brw5,d8,55,0,45,100,jcunningham,NA
barr,2011,2011-05-29,brw5,f10,65,0,35,100,jcunningham,NA
barr,2011,2011-05-29,brw5,f12,90,0,10,100,jcunningham,NA
barr,2011,2011-05-29,brw5,f2,90,0,10,100,jcunningham,NA
barr,2011,2011-05-29,brw5,f4,90,0,10,100,jcunningham,NA
barr,2011,2011-05-29,brw5,f6,0,50,50,100,jcunningham,NA
barr,2011,2011-05-29,brw5,f8,75,0,25,100,jcunningham,NA
barr,2011,2011-05-29,brw5,h10,70,25,25,120,jcunningham,NA
barr,2011,2011-05-29,brw5,h12,0,50,50,100,jcunningham,NA
barr,2011,2011-05-29,brw5,h2,0,50,50,100,jcunningham,NA
barr,2011,2011-05-29,brw5,h4,85,0,15,100,jcunningham,NA
barr,2011,2011-05-29,brw5,h6,60,0,40,100,jcunningham,NA
barr,2011,2011-05-29,brw5,h8,90,0,10,100,jcunningham,NA
barr,2011,2011-05-29,brw5,j10,70,0,30,100,jcunningham,NA
barr,2011,2011-05-29,brw5,j12,75,0,25,100,jcunningham,NA
barr,2011,2011-05-29,brw5,j2,65,0,35,100,jcunningham,NA
barr,2011,2011-05-29,brw5,j4,90,0,10,100,jcunningham,NA
barr,2011,2011-05-29,brw5,j6,75,0,25,100,jcunningham,NA
barr,2011,2011-05-29,brw5,j8,70,25,25,120,jcunningham,NA
barr,2011,2011-05-29,brw5,l10,80,0,20,100,jcunningham,NA
barr,2011,2011-05-29,brw5,l12,95,0,5,100,jcunningham,NA
barr,2011,2011-05-29,brw5,l2,80,0,20,100,jcunningham,NA
barr,2011,2011-05-29,brw5,l4,75,0,25,100,jcunningham,NA
barr,2011,2011-05-29,brw5,l6,85,0,15,100,jcunningham,NA
barr,2011,2011-05-29,brw5,l8,75,0,25,100,jcunningham,NA
barr,2011,2011-05-29,brw8,b10,90,0,10,100,jcunningham,NA
barr,2011,2011-05-29,brw8,b12,50,20,20,90,jcunningham,NA
barr,2011,2011-05-29,brw8,b2,75,5,5,85,jcunningham,NA
barr,2011,2011-05-29,brw8,b4,50,35,35,120,jcunningham,NA
barr,2011,2011-05-29,brw8,b6,0,50,50,100,jcunningham,NA
barr,2011,2011-05-29,brw8,b8,15,45,45,105,jcunningham,NA
barr,2011,2011-05-29,brw8,d10,0,50,50,100,jcunningham,NA
barr,2011,2011-05-29,brw8,d2,75,20,20,115,jcunningham,NA
barr,2011,2011-05-29,brw8,d4,45,30,30,105,jcunningham,NA
barr,2011,2011-05-29,brw8,f10,35,30,30,95,jcunningham,NA
barr,2011,2011-05-29,brw8,f12,25,35,35,95,jcunningham,NA
barr,2011,2011-05-29,brw8,f2,70,10,10,90,jcunningham,NA
barr,2011,2011-05-29,brw8,f4,70,10,10,90,jcunningham,NA
barr,2011,2011-05-29,brw8,f6,0,50,50,100,jcunningham,NA
barr,2011,2011-05-29,brw8,h10,80,15,15,110,jcunningham,NA
barr,2011,2011-05-29,brw8,h12,80,5,5,90,jcunningham,NA
barr,2011,2011-05-29,brw8,h2,75,20,20,115,jcunningham,NA
barr,2011,2011-05-29,brw8,h4,80,10,10,100,jcunningham,NA
barr,2011,2011-05-29,brw8,h6,80,15,15,110,jcunningham,NA
barr,2011,2011-05-29,brw8,h8,70,25,25,120,jcunningham,NA
barr,2011,2011-05-29,brw8,j10,75,15,15,105,jcunningham,NA
barr,2011,2011-05-29,brw8,j2,75,20,20,115,jcunningham,NA
barr,2011,2011-05-29,brw8,j4,85,0,15,100,jcunningham,NA
barr,2011,2011-05-29,brw8,j6,60,30,30,120,jcunningham,NA
barr,2011,2011-05-29,brw8,j8,60,0,40,100,jcunningham,NA
barr,2011,2011-05-29,brw8,l4,75,0,25,100,jcunningham,NA
barr,2011,2011-05-29,brw8,l6,85,0,15,100,jcunningham,NA
barr,2011,2011-05-29,brw8,l8,80,15,15,110,jcunningham,NA
barr,2011,2011-05-31,brw3,b10,90,5,5,100,abankert,NA
barr,2011,2011-05-31,brw3,b12,0,50,50,100,abankert,NA
barr,2011,2011-05-31,brw3,b2,70,0,30,100,abankert,NA
barr,2011,2011-05-31,brw3,b4,80,0,20,100,abankert,NA
barr,2011,2011-05-31,brw3,b6,80,0,20,100,abankert,NA
barr,2011,2011-05-31,brw3,b8,80,0,20,100,abankert,NA
barr,2011,2011-05-31,brw3,d12,70,0,30,100,abankert,NA
barr,2011,2011-05-31,brw3,d2,80,0,20,100,abankert,NA
barr,2011,2011-05-31,brw3,d4,90,0,10,100,abankert,NA
barr,2011,2011-05-31,brw3,d6,100,0,0,100,abankert,NA
barr,2011,2011-05-31,brw3,d8,80,0,20,100,abankert,NA
barr,2011,2011-05-31,brw3,f10,100,0,0,100,abankert,NA
barr,2011,2011-05-31,brw3,f12,90,0,10,100,abankert,NA
barr,2011,2011-05-31,brw3,f2,90,0,10,100,abankert,NA
barr,2011,2011-05-31,brw3,f4,70,0,30,100,abankert,NA
barr,2011,2011-05-31,brw3,f6,90,0,10,100,abankert,NA
barr,2011,2011-05-31,brw3,f8,100,0,0,100,abankert,NA
barr,2011,2011-05-31,brw3,h10,90,0,10,100,abankert,NA
barr,2011,2011-05-31,brw3,h12,90,0,10,100,abankert,NA
barr,2011,2011-05-31,brw3,h2,100,0,0,100,abankert,NA
barr,2011,2011-05-31,brw3,h4,80,0,20,100,abankert,NA
barr,2011,2011-05-31,brw3,h6,0,50,50,100,abankert,NA
barr,2011,2011-05-31,brw3,h8,100,0,0,100,abankert,NA
barr,2011,2011-05-31,brw3,j10,100,0,0,100,abankert,NA
barr,2011,2011-05-31,brw3,j12,70,0,30,100,abankert,NA
barr,2011,2011-05-31,brw3,j2,100,0,0,100,abankert,NA
barr,2011,2011-05-31,brw3,j4,80,0,20,100,abankert,NA
barr,2011,2011-05-31,brw3,j6,60,0,40,100,abankert,NA
barr,2011,2011-05-31,brw3,j8,70,0,30,100,abankert,NA
barr,2011,2011-05-31,brw3,l10,80,0,20,100,abankert,NA
barr,2011,2011-05-31,brw3,l12,80,0,20,100,abankert,NA
barr,2011,2011-05-31,brw3,l2,100,0,0,100,abankert,NA
barr,2011,2011-05-31,brw3,l4,90,0,10,100,abankert,NA
barr,2011,2011-05-31,brw3,l6,70,0,30,100,abankert,NA
barr,2011,2011-05-31,brw3,l8,70,0,30,100,abankert,NA
barr,2011,2011-05-31,brw6,b4,70,0,30,100,abankert,NA
barr,2011,2011-05-31,brw6,b6,90,0,10,100,abankert,NA
barr,2011,2011-05-31,brw6,d6,80,10,10,100,abankert,NA
barr,2011,2011-05-31,brw6,f8,90,5,5,100,abankert,NA
barr,2011,2011-05-31,brw6,h8,90,0,10,100,abankert,NA
barr,2011,2011-05-31,brw6,l10,100,0,0,100,abankert,NA
barr,2011,2011-05-31,brw8,b10,95,0,5,100,adoll,NA
barr,2011,2011-05-31,brw8,b12,40,20,20,80,adoll,NA
barr,2011,2011-05-31,brw8,b2,75,5,5,85,adoll,NA
barr,2011,2011-05-31,brw8,b4,50,30,30,110,adoll,NA
barr,2011,2011-05-31,brw8,d2,75,10,10,95,adoll,NA
barr,2011,2011-05-31,brw8,d4,40,30,30,100,adoll,NA
barr,2011,2011-05-31,brw8,f10,30,30,30,90,adoll,NA
barr,2011,2011-05-31,brw8,f2,60,20,20,100,adoll,NA
barr,2011,2011-05-31,brw8,f4,70,10,10,90,adoll,NA
barr,2011,2011-05-31,brw8,h10,80,10,10,100,adoll,NA
barr,2011,2011-05-31,brw8,h12,40,20,20,80,adoll,NA
barr,2011,2011-05-31,brw8,h2,30,30,30,90,adoll,NA
barr,2011,2011-05-31,brw8,h6,75,5,5,85,adoll,NA
barr,2011,2011-05-31,brw8,h8,70,20,20,110,adoll,NA
barr,2011,2011-05-31,brw8,j10,40,40,40,120,adoll,NA
barr,2011,2011-05-31,brw8,j2,70,10,10,90,adoll,NA
barr,2011,2011-05-31,brw8,j6,60,25,25,110,adoll,NA
barr,2011,2011-05-31,brw8,j8,35,35,35,105,adoll,NA
barr,2011,2011-05-31,brw8,l10,0,50,50,100,adoll,NA
barr,2011,2011-05-31,brw8,l2,10,40,40,90,adoll,NA
barr,2011,2011-05-31,brw8,l4,70,0,30,100,adoll,NA
barr,2011,2011-05-31,brw8,l6,80,15,15,110,adoll,NA
barr,2011,2011-05-31,brw8,l8,70,20,20,110,adoll,NA
barr,2011,2011-05-31,brw2,b10,70,0,30,100,bhill,NA
barr,2011,2011-05-31,brw2,b12,85,0,15,100,bhill,NA
barr,2011,2011-05-31,brw2,b2,15,0,85,100,bhill,NA
barr,2011,2011-05-31,brw2,b4,25,0,75,100,bhill,NA
barr,2011,2011-05-31,brw2,b6,20,0,80,100,bhill,NA
barr,2011,2011-05-31,brw2,f12,0,50,50,100,bhill,NA
barr,2011,2011-05-31,brw2,f2,10,0,90,100,bhill,NA
barr,2011,2011-05-31,brw2,h10,0,50,50,100,bhill,NA
barr,2011,2011-05-31,brw2,h12,85,0,15,100,bhill,NA
barr,2011,2011-05-31,brw2,h4,0,50,50,100,bhill,NA
barr,2011,2011-05-31,brw2,j10,30,30,30,90,bhill,NA
barr,2011,2011-05-31,brw2,j12,60,0,40,100,bhill,NA
barr,2011,2011-05-31,brw2,j8,40,0,60,100,bhill,NA
barr,2011,2011-05-31,brw2,l10,30,30,30,90,bhill,NA
barr,2011,2011-05-31,brw2,l4,40,0,60,100,bhill,NA
barr,2011,2011-05-31,brw2,l8,75,0,25,100,bhill,NA
barr,2011,2011-05-31,brw1,b2,30,40,40,110,jcunningham,NA
barr,2011,2011-05-31,brw1,b4,55,15,15,85,jcunningham,NA
barr,2011,2011-05-31,brw1,b8,50,15,15,80,jcunningham,NA
barr,2011,2011-05-31,brw1,d10,25,0,0,25,jcunningham,NA
barr,2011,2011-05-31,brw1,d12,15,0,0,15,jcunningham,NA
barr,2011,2011-05-31,brw1,d2,65,10,10,85,jcunningham,NA
barr,2011,2011-05-31,brw1,d6,40,20,20,80,jcunningham,NA
barr,2011,2011-05-31,brw1,d8,55,15,15,85,jcunningham,NA
barr,2011,2011-05-31,brw1,f2,60,10,10,80,jcunningham,NA
barr,2011,2011-05-31,brw1,f6,70,5,5,80,jcunningham,NA
barr,2011,2011-05-31,brw1,h2,80,15,15,110,jcunningham,NA
barr,2011,2011-05-31,brw1,h6,40,25,25,90,jcunningham,NA
barr,2011,2011-05-31,brw1,h8,35,0,0,35,jcunningham,NA
barr,2011,2011-05-31,brw1,j12,35,0,0,35,jcunningham,NA
barr,2011,2011-05-31,brw1,j2,80,15,15,110,jcunningham,NA
barr,2011,2011-05-31,brw1,j4,50,30,30,110,jcunningham,NA
barr,2011,2011-05-31,brw1,j6,40,35,35,110,jcunningham,NA
barr,2011,2011-05-31,brw1,l10,10,0,0,10,jcunningham,NA
barr,2011,2011-05-31,brw1,l12,20,0,0,20,jcunningham,NA
barr,2011,2011-05-31,brw1,l2,40,35,35,110,jcunningham,NA
barr,2011,2011-05-31,brw1,l4,60,15,15,90,jcunningham,NA
barr,2011,2011-05-31,brw1,l8,25,0,0,25,jcunningham,NA
barr,2011,2011-05-31,brw5,b10,60,0,40,100,pherzog,NA
barr,2011,2011-05-31,brw5,b12,60,0,40,100,pherzog,NA
barr,2011,2011-05-31,brw5,b2,95,0,5,100,pherzog,NA
barr,2011,2011-05-31,brw5,b6,85,0,15,100,pherzog,NA
barr,2011,2011-05-31,brw5,b8,80,0,20,100,pherzog,NA
barr,2011,2011-05-31,brw5,d10,70,0,30,100,pherzog,NA
barr,2011,2011-05-31,brw5,d12,90,0,10,100,pherzog,NA
barr,2011,2011-05-31,brw5,d2,90,5,5,100,pherzog,NA
barr,2011,2011-05-31,brw5,d4,90,0,10,100,pherzog,NA
barr,2011,2011-05-31,brw5,d6,20,0,80,100,pherzog,NA
barr,2011,2011-05-31,brw5,d8,80,0,20,100,pherzog,NA
barr,2011,2011-05-31,brw5,f10,40,0,60,100,pherzog,NA
barr,2011,2011-05-31,brw5,f12,75,0,25,100,pherzog,NA
barr,2011,2011-05-31,brw5,f2,70,0,0,70,pherzog,NA
barr,2011,2011-05-31,brw5,f4,70,25,25,120,pherzog,NA
barr,2011,2011-05-31,brw5,f6,60,0,40,100,pherzog,NA
barr,2011,2011-05-31,brw5,f8,60,0,40,100,pherzog,NA
barr,2011,2011-05-31,brw5,h10,80,15,15,110,pherzog,NA
barr,2011,2011-05-31,brw5,h12,70,0,30,100,pherzog,NA
barr,2011,2011-05-31,brw5,h2,0,50,50,100,pherzog,NA
barr,2011,2011-05-31,brw5,h4,65,0,35,100,pherzog,NA
barr,2011,2011-05-31,brw5,h6,60,0,40,100,pherzog,NA
barr,2011,2011-05-31,brw5,h8,80,0,20,100,pherzog,NA
barr,2011,2011-05-31,brw5,j10,80,0,20,100,pherzog,NA
barr,2011,2011-05-31,brw5,j12,90,0,10,100,pherzog,NA
barr,2011,2011-05-31,brw5,j2,40,0,60,100,pherzog,NA
barr,2011,2011-05-31,brw5,j4,80,0,20,100,pherzog,NA
barr,2011,2011-05-31,brw5,j6,65,0,35,100,pherzog,NA
barr,2011,2011-05-31,brw5,j8,80,0,20,100,pherzog,NA
barr,2011,2011-05-31,brw5,l10,85,0,15,100,pherzog,NA
barr,2011,2011-05-31,brw5,l12,90,0,10,100,pherzog,NA
barr,2011,2011-05-31,brw5,l2,90,0,10,100,pherzog,NA
barr,2011,2011-05-31,brw5,l4,85,10,10,105,pherzog,NA
barr,2011,2011-05-31,brw5,l6,80,0,20,100,pherzog,NA
barr,2011,2011-05-31,brw5,l8,80,0,20,100,pherzog,NA
barr,2011,2011-06-02,brw6,b12,0,50,50,100,abankert,NA
barr,2011,2011-06-02,brw6,b2,0,50,50,100,abankert,NA
barr,2011,2011-06-02,brw6,b4,0,50,50,100,abankert,NA
barr,2011,2011-06-02,brw6,b6,95,0,5,100,abankert,NA
barr,2011,2011-06-02,brw6,d10,0,50,50,100,abankert,NA
barr,2011,2011-06-02,brw6,d12,40,0,60,100,abankert,NA
barr,2011,2011-06-02,brw6,d2,0,0,100,100,abankert,NA
barr,2011,2011-06-02,brw6,d6,90,0,10,100,abankert,NA
barr,2011,2011-06-02,brw6,f12,20,0,80,100,abankert,NA
barr,2011,2011-06-02,brw6,f6,0,0,100,100,abankert,NA
barr,2011,2011-06-02,brw6,f8,100,0,0,100,abankert,NA
barr,2011,2011-06-02,brw6,h6,0,0,100,100,abankert,NA
barr,2011,2011-06-02,brw6,h8,80,0,20,100,abankert,NA
barr,2011,2011-06-02,brw6,j10,10,40,40,90,abankert,NA
barr,2011,2011-06-02,brw6,j6,0,0,100,100,abankert,NA
barr,2011,2011-06-02,brw6,j8,10,0,90,100,abankert,NA
barr,2011,2011-06-02,brw6,l10,100,0,0,100,abankert,NA
barr,2011,2011-06-02,brw6,l12,20,0,80,100,abankert,NA
barr,2011,2011-06-02,brw6,l8,0,0,100,100,abankert,NA
barr,2011,2011-06-02,brw8,b10,90,0,10,100,abankert,NA
barr,2011,2011-06-02,brw8,b12,50,30,30,110,abankert,NA
barr,2011,2011-06-02,brw8,b4,0,50,50,100,abankert,NA
barr,2011,2011-06-02,brw8,d12,20,0,80,100,abankert,NA
barr,2011,2011-06-02,brw8,d2,30,30,30,90,abankert,NA
barr,2011,2011-06-02,brw8,d6,10,0,90,100,abankert,NA
barr,2011,2011-06-02,brw8,d8,60,0,40,100,abankert,NA
barr,2011,2011-06-02,brw8,f10,30,40,40,110,abankert,NA
barr,2011,2011-06-02,brw8,f12,30,40,40,110,abankert,NA
barr,2011,2011-06-02,brw8,f4,50,20,20,90,abankert,NA
barr,2011,2011-06-02,brw8,f8,40,0,60,100,abankert,NA
barr,2011,2011-06-02,brw8,h10,70,20,20,110,abankert,NA
barr,2011,2011-06-02,brw8,h12,40,30,30,100,abankert,NA
barr,2011,2011-06-02,brw8,h2,40,40,40,120,abankert,NA
barr,2011,2011-06-02,brw8,h4,40,20,20,80,abankert,NA
barr,2011,2011-06-02,brw8,j12,30,40,40,110,abankert,NA
barr,2011,2011-06-02,brw8,j4,60,30,30,120,abankert,NA
barr,2011,2011-06-02,brw8,j6,40,30,30,100,abankert,NA
barr,2011,2011-06-02,brw8,l4,80,0,20,100,abankert,NA
barr,2011,2011-06-02,brw8,l6,80,0,20,100,abankert,NA
barr,2011,2011-06-02,brw8,l8,70,25,25,120,abankert,NA
barr,2011,2011-06-02,brw1,b10,85,10,10,105,bhill,NA
barr,2011,2011-06-02,brw1,b12,90,5,5,100,bhill,NA
barr,2011,2011-06-02,brw1,b2,70,25,25,120,bhill,NA
barr,2011,2011-06-02,brw1,b4,70,25,25,120,bhill,NA
barr,2011,2011-06-02,brw1,b6,85,0,15,100,bhill,NA
barr,2011,2011-06-02,brw1,b8,90,0,10,100,bhill,NA
barr,2011,2011-06-02,brw1,d10,95,0,5,100,bhill,NA
barr,2011,2011-06-02,brw1,d12,90,5,5,100,bhill,NA
barr,2011,2011-06-02,brw1,d8,90,0,10,100,bhill,NA
barr,2011,2011-06-02,brw1,f10,95,0,5,100,bhill,NA
barr,2011,2011-06-02,brw1,f12,90,0,10,100,bhill,NA
barr,2011,2011-06-02,brw1,f2,80,15,15,110,bhill,NA
barr,2011,2011-06-02,brw1,f6,55,15,15,85,bhill,NA
barr,2011,2011-06-02,brw1,f8,90,0,10,100,bhill,NA
barr,2011,2011-06-02,brw1,h10,0,50,50,100,bhill,NA
barr,2011,2011-06-02,brw1,h12,60,30,30,120,bhill,NA
barr,2011,2011-06-02,brw1,h2,90,5,5,100,bhill,NA
barr,2011,2011-06-02,brw1,h4,60,20,20,100,bhill,NA
barr,2011,2011-06-02,brw1,h8,100,0,0,100,bhill,NA
barr,2011,2011-06-02,brw1,j10,80,0,20,100,bhill,NA
barr,2011,2011-06-02,brw1,j2,60,0,40,100,bhill,NA
barr,2011,2011-06-02,brw1,j4,80,0,20,100,bhill,NA
barr,2011,2011-06-02,brw1,j8,60,0,40,100,bhill,NA
barr,2011,2011-06-02,brw1,l2,0,50,50,100,bhill,NA
barr,2011,2011-06-02,brw1,l4,0,50,50,100,bhill,NA
barr,2011,2011-06-02,brw1,l6,40,0,60,100,bhill,NA
barr,2011,2011-06-02,brw2,b10,70,0,30,100,bhill,NA
barr,2011,2011-06-02,brw2,b12,95,0,5,100,bhill,NA
barr,2011,2011-06-02,brw2,b2,10,0,90,100,bhill,NA
barr,2011,2011-06-02,brw2,b4,20,0,80,100,bhill,NA
barr,2011,2011-06-02,brw2,b6,40,0,60,100,bhill,NA
barr,2011,2011-06-02,brw2,b8,40,0,60,100,bhill,NA
barr,2011,2011-06-02,brw2,d10,30,0,70,100,bhill,NA
barr,2011,2011-06-02,brw2,d2,0,0,100,100,bhill,NA
barr,2011,2011-06-02,brw2,d4,10,0,90,100,bhill,NA
barr,2011,2011-06-02,brw2,d8,20,0,80,100,bhill,NA
barr,2011,2011-06-02,brw2,f10,20,0,80,100,bhill,NA
barr,2011,2011-06-02,brw2,f12,60,0,40,100,bhill,NA
barr,2011,2011-06-02,brw2,f2,20,0,80,100,bhill,NA
barr,2011,2011-06-02,brw2,f4,30,0,70,100,bhill,NA
